Frame 0: ('doctor', 'heals', 'patient') → REJECTED (A↔B)
Frame 71: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 71: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 71: ('duck', 'swims_with', 'ducklings') → ACCEPTED (A↔B) [simple]
Frame 71: ('cow', 'produces', 'milk') → ACCEPTED (A↔B) [simple]
Frame 71: ('eagle', 'spots', 'mouse') → ACCEPTED (A↔B) [simple]
Frame 72: ('child', 'draws_on', 'paper') → REJECTED (A↔B)
Frame 72: ('music', 'plays_on', 'radio') → ACCEPTED (A↔B) [simple]
Frame 72: ('moon', 'reflects', 'sunlight') → REJECTED (A↔B)
Frame 72: ('sun', 'sets_behind', 'hill') → REJECTED (A↔B)
Frame 72: ('cow', 'produces', 'milk') → ACCEPTED (A↔B) [simple]
Frame 73: ('3', 'times', '3', 'equals', '9') → REJECTED (A↔B)
Frame 73: ('6', 'divided_by', '3', 'equals', '2') → REJECTED (A↔B)
Frame 73: ('9', 'minus', '5', 'equals', '4') → REJECTED (A↔B)
Frame 73: ('plane', 'flies_above', 'city') → REJECTED (A↔B)
Frame 73: ('cow', 'produces', 'milk') → ACCEPTED (A↔B) [simple]
Frame 74: ('5', 'minus', '3', 'equals', '2') → REJECTED (A↔B)
Frame 74: ('eagle', 'spots', 'mouse') → ACCEPTED (A↔B) [simple]
Frame 74: ('light', 'enters', 'window') → REJECTED (A↔B)
Frame 74: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 74: ('8', 'plus', '1', 'equals', '9') → REJECTED (A↔B)
Frame 75: ('speaker', 'projects', 'sound') → ACCEPTED (A↔B) [simple]
Frame 75: ('speaker', 'projects', 'sound') → ACCEPTED (A↔B) [simple]
Frame 75: ('duck', 'swims_with', 'ducklings') → ACCEPTED (A↔B) [simple]
Frame 75: ('duck', 'swims_with', 'ducklings') → ACCEPTED (A↔B) [simple]
Frame 75: ('eagle', 'spots', 'mouse') → ACCEPTED (A↔B) [simple]
Frame 76: ('airplane', 'carries', 'passenger') → ACCEPTED (A↔B) [simple]
Frame 76: ('fox', 'hides_in', 'bush') → ACCEPTED (A↔B) [simple]
Frame 76: ('cow', 'produces', 'milk') → ACCEPTED (A↔B) [simple]
Frame 76: ('fox', 'hides_in', 'bush') → ACCEPTED (A↔B) [simple]
Frame 76: ('bus', 'picks_up', 'passengers') → ACCEPTED (A↔B) [simple]
Frame 77: ('cow', 'produces', 'milk') → ACCEPTED (A↔B) [simple]
Frame 77: ('seed', 'grows_into', 'plant') → ACCEPTED (A↔B) [simple]
Frame 77: ('eagle', 'spots', 'mouse') → ACCEPTED (A↔B) [simple]
Frame 77: ('speaker', 'projects', 'sound') → ACCEPTED (A↔B) [simple]
Frame 77: ('duck', 'swims_with', 'ducklings') → ACCEPTED (A↔B) [simple]
Frame 78: ('7', 'plus', '2', 'equals', '9') → REJECTED (A↔B)
Frame 78: ('river', 'flows_into', 'ocean') → REJECTED (A↔B)
Frame 78: ('car', 'drives_through', 'tunnel') → REJECTED (A↔B)
Frame 78: ('storm', 'damages', 'building') → REJECTED (A↔B)
Frame 78: ('door', 'opens_to', 'room') → REJECTED (A↔B)
Frame 79: ('speaker', 'projects', 'sound') → ACCEPTED (A↔B) [simple]
Frame 79: ('duck', 'swims_with', 'ducklings') → ACCEPTED (A↔B) [simple]
Frame 79: ('fox', 'hides_in', 'bush') → ACCEPTED (A↔B) [simple]
Frame 79: ('airplane', 'carries', 'passenger') → ACCEPTED (A↔B) [simple]
Frame 79: ('duck', 'swims_with', 'ducklings') → ACCEPTED (A↔B) [simple]
Frame 80: ('8', 'divided_by', '2', 'equals', '4') → REJECTED (A↔B)
Frame 80: ('cow', 'produces', 'milk') → ACCEPTED (A↔B) [simple]
Frame 80: ('bee', 'lands_on', 'flower') → REJECTED (A↔B)
Frame 80: ('cat', 'scratches', 'couch') → REJECTED (A↔B)
Frame 80: ('sun', 'sets_behind', 'hill') → REJECTED (A↔B)
Frame 81: ('bus', 'picks_up', 'passengers') → ACCEPTED (A↔B) [simple]
Frame 81: ('seed', 'grows_into', 'plant') → ACCEPTED (A↔B) [simple]
Frame 81: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 81: ('fox', 'hides_in', 'bush') → ACCEPTED (A↔B) [simple]
Frame 81: ('mother', 'feeds', 'baby') → ACCEPTED (A↔B) [simple]
Frame 82: ('duck', 'swims_with', 'ducklings') → ACCEPTED (A↔B) [simple]
Frame 82: ('duck', 'swims_with', 'ducklings') → ACCEPTED (A↔B) [simple]
Frame 82: ('earthquake', 'shakes', 'city') → ACCEPTED (A↔B) [simple]
Frame 82: ('mother', 'feeds', 'baby') → ACCEPTED (A↔B) [simple]
Frame 82: ('fox', 'hides_in', 'bush') → ACCEPTED (A↔B) [simple]
Frame 83: ('ice', 'melts_on', 'plate') → REJECTED (A↔B)
Frame 83: ('fish', 'swims_in', 'river') → REJECTED (A↔B)
Frame 83: ('clouds', 'gather_over', 'valley') → REJECTED (A↔B)
Frame 83: ('6', 'divided_by', '3', 'equals', '2') → REJECTED (A↔B)
Frame 83: ('child', 'draws_on', 'paper') → REJECTED (A↔B)
Frame 84: ('earthquake', 'shakes', 'city') → ACCEPTED (A↔B) [simple]
Frame 84: ('seed', 'grows_into', 'plant') → ACCEPTED (A↔B) [simple]
Frame 84: ('seed', 'grows_into', 'plant') → ACCEPTED (A↔B) [simple]
Frame 84: ('airplane', 'carries', 'passenger') → ACCEPTED (A↔B) [simple]
Frame 84: ('seed', 'grows_into', 'plant') → ACCEPTED (A↔B) [simple]
Frame 85: ('wind', 'blows', 'tree') → REJECTED (A↔B)
Frame 85: ('sheep', 'eats', 'grass') → ACCEPTED (A↔B) [simple]
Frame 85: ('wind', 'moves', 'cloud') → REJECTED (A↔B)
Frame 85: ('drum', 'beats', 'loudly') → ACCEPTED (A↔B) [simple]
Frame 85: ('rabbit', 'runs_across', 'field') → ACCEPTED (A↔B) [simple]
Frame 86: ('eagle', 'spots', 'mouse') → ACCEPTED (A↔B) [simple]
Frame 86: ('eagle', 'spots', 'mouse') → ACCEPTED (A↔B) [simple]
Frame 86: ('eagle', 'spots', 'mouse') → ACCEPTED (A↔B) [simple]
Frame 86: ('fox', 'hides_in', 'bush') → ACCEPTED (A↔B) [simple]
Frame 86: ('sheep', 'eats', 'grass') → ACCEPTED (A↔B) [simple]
Frame 87: ('speaker', 'projects', 'sound') → ACCEPTED (A↔B) [simple]
Frame 87: ('sheep', 'eats', 'grass') → ACCEPTED (A↔B) [simple]
Frame 87: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 87: ('mother', 'feeds', 'baby') → ACCEPTED (A↔B) [simple]
Frame 87: ('cow', 'produces', 'milk') → ACCEPTED (A↔B) [simple]
Frame 88: ('8', 'plus', '1', 'equals', '9') → REJECTED (A↔B)
Frame 88: ('wind', 'moves', 'cloud') → REJECTED (A↔B)
Frame 88: ('seed', 'grows_into', 'plant') → ACCEPTED (A↔B) [simple]
Frame 88: ('earthquake', 'shakes', 'city') → ACCEPTED (A↔B) [simple]
Frame 88: ('earthquake', 'shakes', 'city') → ACCEPTED (A↔B) [simple]
Frame 89: ('seed', 'grows_into', 'plant') → ACCEPTED (A↔B) [simple]
Frame 89: ('cow', 'produces', 'milk') → ACCEPTED (A↔B) [simple]
Frame 89: ('earthquake', 'shakes', 'city') → ACCEPTED (A↔B) [simple]
Frame 89: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 89: ('bus', 'picks_up', 'passengers') → ACCEPTED (A↔B) [simple]
Frame 90: ('tree', 'drops', 'leaves') → REJECTED (A↔B)
Frame 90: ('child', 'draws_on', 'paper') → REJECTED (A↔B)
Frame 90: ('teacher', 'corrects', 'test') → REJECTED (A↔B)
Frame 90: ('bus', 'picks_up', 'passengers') → ACCEPTED (A↔B) [simple]
Frame 90: ('clouds', 'gather_over', 'valley') → REJECTED (A↔B)
Frame 91: ('mouse', 'hides_under', 'table') → REJECTED (A↔B)
Frame 91: ('earthquake', 'shakes', 'city') → ACCEPTED (A↔B) [simple]
Frame 91: ('3', 'plus', '2', 'equals', '5') → REJECTED (A↔B)
Frame 91: ('student', 'reads', 'book') → REJECTED (A↔B)
Frame 91: ('camera', 'captures', 'image') → REJECTED (A↔B)
Frame 92: ('cow', 'produces', 'milk') → ACCEPTED (A↔B) [simple]
Frame 92: ('fox', 'hides_in', 'bush') → ACCEPTED (A↔B) [simple]
Frame 92: ('mother', 'feeds', 'baby') → ACCEPTED (A↔B) [simple]
Frame 92: ('speaker', 'projects', 'sound') → ACCEPTED (A↔B) [simple]
Frame 92: ('sheep', 'eats', 'grass') → ACCEPTED (A↔B) [simple]
Frame 93: ('guard', 'protects', 'gate') → ACCEPTED (A↔B) [simple]
Frame 93: ('wind', 'blows', 'tree') → REJECTED (A↔B)
Frame 93: ('duck', 'swims_with', 'ducklings') → ACCEPTED (A↔B) [simple]
Frame 93: ('teacher', 'teaches', 'student') → REJECTED (A↔B)
Frame 93: ('child', 'pets', 'dog') → REJECTED (A↔B)
Frame 94: ('phone', 'rings', 'loudly') → REJECTED (A↔B)
Frame 94: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 94: ('8', 'divided_by', '2', 'equals', '4') → REJECTED (A↔B)
Frame 94: ('car', 'drives_through', 'tunnel') → REJECTED (A↔B)
Frame 94: ('7', 'plus', '2', 'equals', '9') → REJECTED (A↔B)
Frame 95: ('8', 'plus', '1', 'equals', '9') → REJECTED (A↔B)
Frame 95: ('mother', 'feeds', 'baby') → ACCEPTED (A↔B) [simple]
Frame 95: ('child', 'pets', 'dog') → REJECTED (A↔B)
Frame 95: ('5', 'plus', '7', 'equals', '12') → REJECTED (A↔B)
Frame 95: ('car', 'drives_through', 'tunnel') → REJECTED (A↔B)
Frame 96: ('boat', 'sails_on', 'lake') → REJECTED (A↔B)
Frame 96: ('rocket', 'blasts_into', 'space') → ACCEPTED (A↔B) [simple]
Frame 96: ('horse', 'pulls', 'cart') → REJECTED (A↔B)
Frame 96: ('musician', 'plays', 'instrument') → ACCEPTED (A↔B) [simple]
Frame 96: ('earthquake', 'shakes', 'city') → ACCEPTED (A↔B) [simple]
Frame 97: ('duck', 'swims_with', 'ducklings') → ACCEPTED (A↔B) [simple]
Frame 97: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 97: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 97: ('eagle', 'spots', 'mouse') → ACCEPTED (A↔B) [simple]
Frame 97: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 98: ('fox', 'hides_in', 'bush') → ACCEPTED (A↔B) [simple]
Frame 98: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 98: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 98: ('seed', 'grows_into', 'plant') → ACCEPTED (A↔B) [simple]
Frame 98: ('earthquake', 'shakes', 'city') → ACCEPTED (A↔B) [simple]
Frame 99: ('bus', 'waits_at', 'stop') → REJECTED (A↔B)
Frame 99: ('child', 'loves', 'parent') → REJECTED (A↔B)
Frame 99: ('guard', 'protects', 'gate') → ACCEPTED (A↔B) [simple]
Frame 99: ('computer', 'processes', 'data') → REJECTED (A↔B)
Frame 99: ('8', 'plus', '1', 'equals', '9') → REJECTED (A↔B)
Frame 100: ('airplane', 'carries', 'passenger') → ACCEPTED (A↔B) [simple]
Frame 100: ('duck', 'swims_with', 'ducklings') → ACCEPTED (A↔B) [simple]
Frame 100: ('speaker', 'projects', 'sound') → ACCEPTED (A↔B) [simple]
Frame 100: ('eagle', 'spots', 'mouse') → ACCEPTED (A↔B) [simple]
Frame 100: ('mother', 'feeds', 'baby') → ACCEPTED (A↔B) [simple]
Frame 101: ('8', 'plus', '1', 'equals', '9') → REJECTED (A↔B)
Frame 101: ('child', 'pets', 'dog') → REJECTED (A↔B)
Frame 101: ('earthquake', 'shakes', 'city') → ACCEPTED (A↔B) [simple]
Frame 101: ('owl', 'watches_from', 'tree') → REJECTED (A↔B)
Frame 101: ('train', 'arrives_at', 'station') → REJECTED (A↔B)
Frame 102: ('earthquake', 'shakes', 'city') → ACCEPTED (A↔B) [simple]
Frame 102: ('duck', 'swims_with', 'ducklings') → ACCEPTED (A↔B) [simple]
Frame 102: ('airplane', 'carries', 'passenger') → ACCEPTED (A↔B) [simple]
Frame 102: ('fox', 'hides_in', 'bush') → ACCEPTED (A↔B) [simple]
Frame 102: ('cow', 'produces', 'milk') → ACCEPTED (A↔B) [simple]
Frame 103: ('fox', 'hides_in', 'bush') → ACCEPTED (A↔B) [simple]
Frame 103: ('eagle', 'spots', 'mouse') → ACCEPTED (A↔B) [simple]
Frame 103: ('mother', 'feeds', 'baby') → ACCEPTED (A↔B) [simple]
Frame 103: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 103: ('duck', 'swims_with', 'ducklings') → ACCEPTED (A↔B) [simple]
Frame 104: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 104: ('speaker', 'projects', 'sound') → ACCEPTED (A↔B) [simple]
Frame 104: ('bus', 'picks_up', 'passengers') → ACCEPTED (A↔B) [simple]
Frame 104: ('airplane', 'carries', 'passenger') → ACCEPTED (A↔B) [simple]
Frame 104: ('fox', 'hides_in', 'bush') → ACCEPTED (A↔B) [simple]
Frame 105: ('bus', 'waits_at', 'stop') → REJECTED (A↔B)
Frame 105: ('lion', 'hunts', 'deer') → REJECTED (A↔B)
Frame 105: ('speaker', 'projects', 'sound') → ACCEPTED (A↔B) [simple]
Frame 105: ('sunlight', 'warms', 'rock') → REJECTED (A↔B)
Frame 105: ('lightning', 'flashes_in', 'sky') → ACCEPTED (A↔B) [simple]
Frame 106: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 106: ('earthquake', 'shakes', 'city') → ACCEPTED (A↔B) [simple]
Frame 106: ('sheep', 'eats', 'grass') → ACCEPTED (A↔B) [simple]
Frame 106: ('speaker', 'projects', 'sound') → ACCEPTED (A↔B) [simple]
Frame 106: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 107: ('9', 'divided_by', '3', 'equals', '3') → REJECTED (A↔B)
Frame 107: ('worker', 'paints', 'house') → REJECTED (A↔B)
Frame 107: ('plane', 'flies_above', 'city') → REJECTED (A↔B)
Frame 107: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 107: ('4', 'plus', '5', 'equals', '9') → REJECTED (A↔B)
Frame 108: ('bus', 'picks_up', 'passengers') → ACCEPTED (A↔B) [simple]
Frame 108: ('airplane', 'carries', 'passenger') → ACCEPTED (A↔B) [simple]
Frame 108: ('sheep', 'eats', 'grass') → ACCEPTED (A↔B) [simple]
Frame 108: ('mother', 'feeds', 'baby') → ACCEPTED (A↔B) [simple]
Frame 108: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 109: ('rain', 'falls_on', 'roof') → REJECTED (A↔B)
Frame 109: ('owl', 'watches_from', 'tree') → REJECTED (A↔B)
Frame 109: ('8', 'plus', '1', 'equals', '9') → REJECTED (A↔B)
Frame 109: ('tree', 'shades', 'ground') → REJECTED (A↔B)
Frame 109: ('cat', 'climbs', 'tree') → REJECTED (A↔B)
Frame 110: ('fire', 'burns', 'wood') → ACCEPTED (A↔B) [simple]
Frame 110: ('6', 'plus', '2', 'equals', '8') → REJECTED (A↔B)
Frame 110: ('tree', 'shades', 'ground') → REJECTED (A↔B)
Frame 110: ('car', 'stops_at', 'light') → REJECTED (A↔B)
Frame 110: ('fish', 'swims_in', 'river') → REJECTED (A↔B)
Frame 111: ('4', 'plus', '5', 'equals', '9') → REJECTED (A↔B)
Frame 111: ('fire', 'burns', 'wood') → ACCEPTED (A↔B) [simple]
Frame 111: ('sunlight', 'warms', 'rock') → REJECTED (A↔B)
Frame 111: ('lightning', 'flashes_in', 'sky') → ACCEPTED (A↔B) [simple]
Frame 111: ('mother', 'feeds', 'baby') → ACCEPTED (A↔B) [simple]
Frame 112: ('6', 'plus', '2', 'equals', '8') → REJECTED (A↔B)
Frame 112: ('mouse', 'hides_under', 'table') → REJECTED (A↔B)
Frame 112: ('mother', 'feeds', 'baby') → ACCEPTED (A↔B) [simple]
Frame 112: ('tree', 'drops', 'leaves') → REJECTED (A↔B)
Frame 112: ('eagle', 'spots', 'mouse') → ACCEPTED (A↔B) [simple]
Frame 113: ('fish', 'swims_in', 'river') → REJECTED (A↔B)
Frame 113: ('music', 'plays_on', 'radio') → ACCEPTED (A↔B) [simple]
Frame 113: ('cat', 'climbs', 'tree') → REJECTED (A↔B)
Frame 113: ('2', 'plus', '5', 'equals', '7') → REJECTED (A↔B)
Frame 113: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 114: ('fire', 'burns', 'wood') → ACCEPTED (A↔B) [simple]
Frame 114: ('mother', 'feeds', 'baby') → ACCEPTED (A↔B) [simple]
Frame 114: ('airplane', 'carries', 'passenger') → ACCEPTED (A↔B) [simple]
Frame 114: ('airplane', 'carries', 'passenger') → ACCEPTED (A↔B) [simple]
Frame 114: ('mother', 'feeds', 'baby') → ACCEPTED (A↔B) [simple]
Frame 115: ('duck', 'swims_with', 'ducklings') → ACCEPTED (A↔B) [simple]
Frame 115: ('fire', 'burns', 'wood') → ACCEPTED (A↔B) [simple]
Frame 115: ('fox', 'hides_in', 'bush') → ACCEPTED (A↔B) [simple]
Frame 115: ('bus', 'picks_up', 'passengers') → ACCEPTED (A↔B) [simple]
Frame 115: ('fire', 'burns', 'wood') → ACCEPTED (A↔B) [simple]
Frame 116: ('child', 'jumps_over', 'log') → REJECTED (A↔B)
Frame 116: ('9', 'minus', '5', 'equals', '4') → REJECTED (A↔B)
Frame 116: ('guard', 'protects', 'gate') → ACCEPTED (A↔B) [simple]
Frame 116: ('phone', 'rings', 'loudly') → REJECTED (A↔B)
Frame 116: ('musician', 'plays', 'instrument') → ACCEPTED (A↔B) [simple]
Frame 117: ('robot', 'fixes', 'machine') → REJECTED (A↔B)
Frame 117: ('3', 'plus', '2', 'equals', '5') → REJECTED (A↔B)
Frame 117: ('sunlight', 'warms', 'rock') → REJECTED (A↔B)
Frame 117: ('storm', 'roars_through', 'night') → REJECTED (A↔B)
Frame 117: ('fog', 'spreads_over', 'lake') → ACCEPTED (A↔B) [simple]
Frame 118: ('candle', 'glows_in', 'dark') → ACCEPTED (A↔B) [simple]
Frame 118: ('teacher', 'teaches', 'student') → REJECTED (A↔B)
Frame 118: ('bus', 'waits_at', 'stop') → REJECTED (A↔B)
Frame 118: ('cloud', 'blocks', 'sun') → REJECTED (A↔B)
Frame 118: ('computer', 'processes', 'data') → REJECTED (A↔B)
Frame 119: ('cow', 'produces', 'milk') → ACCEPTED (A↔B) [simple]
Frame 119: ('earthquake', 'shakes', 'city') → ACCEPTED (A↔B) [simple]
Frame 119: ('cow', 'produces', 'milk') → ACCEPTED (A↔B) [simple]
Frame 119: ('cow', 'produces', 'milk') → ACCEPTED (A↔B) [simple]
Frame 119: ('bus', 'picks_up', 'passengers') → ACCEPTED (A↔B) [simple]
Frame 120: ('fox', 'hides_in', 'bush') → ACCEPTED (A↔B) [simple]
Frame 120: ('airplane', 'carries', 'passenger') → ACCEPTED (A↔B) [simple]
Frame 120: ('seed', 'grows_into', 'plant') → ACCEPTED (A↔B) [simple]
Frame 120: ('duck', 'swims_with', 'ducklings') → ACCEPTED (A↔B) [simple]
Frame 120: ('airplane', 'carries', 'passenger') → ACCEPTED (A↔B) [simple]
Frame 121: ('5', 'times', '2', 'equals', '10') → REJECTED (A↔B)
Frame 121: ('speaker', 'projects', 'sound') → ACCEPTED (A↔B) [simple]
Frame 121: ('train', 'leaves_from', 'station') → REJECTED (A↔B)
Frame 121: ('worker', 'paints', 'house') → REJECTED (A↔B)
Frame 121: ('8', 'divided_by', '2', 'equals', '4') → REJECTED (A↔B)
Frame 122: ('airplane', 'carries', 'passenger') → ACCEPTED (A↔B) [simple]
Frame 122: ('seed', 'grows_into', 'plant') → ACCEPTED (A↔B) [simple]
Frame 122: ('eagle', 'spots', 'mouse') → ACCEPTED (A↔B) [simple]
Frame 122: ('bus', 'picks_up', 'passengers') → ACCEPTED (A↔B) [simple]
Frame 122: ('fox', 'hides_in', 'bush') → ACCEPTED (A↔B) [simple]
Frame 123: ('lion', 'hunts', 'deer') → REJECTED (A↔B)
Frame 123: ('storm', 'damages', 'building') → REJECTED (A↔B)
Frame 123: ('computer', 'processes', 'data') → REJECTED (A↔B)
Frame 123: ('mouse', 'hides_under', 'table') → REJECTED (A↔B)
Frame 123: ('worker', 'paints', 'house') → REJECTED (A↔B)
Frame 124: ('rain', 'falls_on', 'roof') → REJECTED (A↔B)
Frame 124: ('child', 'draws_on', 'paper') → REJECTED (A↔B)
Frame 124: ('guard', 'protects', 'gate') → ACCEPTED (A↔B) [simple]
Frame 124: ('candle', 'glows_in', 'dark') → ACCEPTED (A↔B) [simple]
Frame 124: ('sunlight', 'warms', 'rock') → REJECTED (A↔B)
Frame 125: ('bus', 'picks_up', 'passengers') → ACCEPTED (A↔B) [simple]
Frame 125: ('guard', 'protects', 'gate') → ACCEPTED (A↔B) [simple]
Frame 125: ('sheep', 'eats', 'grass') → ACCEPTED (A↔B) [simple]
Frame 125: ('duck', 'swims_with', 'ducklings') → ACCEPTED (A↔B) [simple]
Frame 125: ('fire', 'burns', 'wood') → ACCEPTED (A↔B) [simple]
Frame 126: ('mother', 'feeds', 'baby') → ACCEPTED (A↔B) [simple]
Frame 126: ('lightning', 'flashes_in', 'sky') → ACCEPTED (A↔B) [simple]
Frame 126: ('speaker', 'projects', 'sound') → ACCEPTED (A↔B) [simple]
Frame 126: ('fire', 'burns', 'wood') → ACCEPTED (A↔B) [simple]
Frame 126: ('earthquake', 'shakes', 'city') → ACCEPTED (A↔B) [simple]
Frame 127: ('earthquake', 'shakes', 'city') → ACCEPTED (A↔B) [simple]
Frame 127: ('fog', 'spreads_over', 'lake') → ACCEPTED (A↔B) [simple]
Frame 127: ('airplane', 'carries', 'passenger') → ACCEPTED (A↔B) [simple]
Frame 127: ('earthquake', 'shakes', 'city') → ACCEPTED (A↔B) [simple]
Frame 127: ('airplane', 'carries', 'passenger') → ACCEPTED (A↔B) [simple]
Frame 128: ('candle', 'glows_in', 'dark') → ACCEPTED (A↔B) [simple]
Frame 128: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 128: ('fog', 'spreads_over', 'lake') → ACCEPTED (A↔B) [simple]
Frame 128: ('eagle', 'spots', 'mouse') → ACCEPTED (A↔B) [simple]
Frame 128: ('sheep', 'eats', 'grass') → ACCEPTED (A↔B) [simple]
Frame 129: ('duck', 'swims_with', 'ducklings') → ACCEPTED (A↔B) [simple]
Frame 129: ('fire', 'burns', 'wood') → ACCEPTED (A↔B) [simple]
Frame 129: ('sheep', 'eats', 'grass') → ACCEPTED (A↔B) [simple]
Frame 129: ('mother', 'feeds', 'baby') → ACCEPTED (A↔B) [simple]
Frame 129: ('lightning', 'flashes_in', 'sky') → ACCEPTED (A↔B) [simple]
Frame 130: ('train', 'leaves_from', 'station') → REJECTED (A↔B)
Frame 130: ('worker', 'paints', 'house') → REJECTED (A↔B)
Frame 130: ('rain', 'taps_on', 'roof') → REJECTED (A↔B)
Frame 130: ('2', 'times', '3', 'equals', '6') → REJECTED (A↔B)
Frame 130: ('fox', 'hides_in', 'bush') → ACCEPTED (A↔B) [simple]
Frame 131: ('8', 'divided_by', '2', 'equals', '4') → REJECTED (A↔B)
Frame 131: ('water', 'fills', 'bottle') → REJECTED (A↔B)
Frame 131: ('4', 'plus', '5', 'equals', '9') → REJECTED (A↔B)
Frame 131: ('eagle', 'spots', 'mouse') → ACCEPTED (A↔B) [simple]
