Frame 0: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 82: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 82: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 82: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 83: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 83: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 83: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 83: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 83: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 84: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 84: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 84: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 84: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 84: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 85: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 85: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 85: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 85: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 85: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 86: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 86: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 86: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 86: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 86: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 87: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 87: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 87: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 87: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 87: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 88: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 88: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 88: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 88: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 88: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 89: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 89: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 89: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 89: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 89: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 90: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 90: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 90: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 90: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 90: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 91: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 91: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 91: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 91: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 91: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 92: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 92: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 92: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 92: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 92: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 93: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 93: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 93: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 93: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 93: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 94: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 94: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 94: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 94: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 94: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 95: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 95: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 95: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 95: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 95: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 96: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 96: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 96: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 96: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 96: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 97: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 97: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 97: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 97: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 97: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 98: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 98: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 98: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 98: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 98: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 99: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 99: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 99: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 99: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 99: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 100: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 100: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 100: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 100: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 100: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 101: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 101: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 101: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 101: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 101: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 102: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 102: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 102: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 102: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 102: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 103: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 103: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 103: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 103: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 103: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 104: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 104: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 104: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 104: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 104: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 105: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 105: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 105: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 105: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 105: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 106: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 106: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 106: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 106: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 106: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 107: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 107: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 107: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 107: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 107: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 108: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 108: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 108: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 108: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 108: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 109: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 109: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 109: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 109: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 109: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 110: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 110: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 110: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 110: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 110: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 111: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 111: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 111: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 111: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 111: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 112: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 112: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 112: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 112: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 112: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 113: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 113: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 113: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 113: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 113: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 114: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 114: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 114: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 114: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 114: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 115: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 115: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 115: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 115: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 115: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 116: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 116: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 116: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 116: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 116: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 117: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 117: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 117: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 117: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 117: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 118: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 118: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 118: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 118: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 118: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 119: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 119: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 119: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 119: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 119: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 120: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 120: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 120: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 120: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 120: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 121: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 121: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 121: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 121: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 121: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 122: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 122: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 122: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 122: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 122: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 123: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 123: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 123: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 123: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 123: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 124: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 124: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 124: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 124: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 124: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 125: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 125: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 125: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 125: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 125: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 126: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 126: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 126: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 126: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 126: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 127: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 127: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 127: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 127: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 127: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 128: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 128: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 128: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 128: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 128: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 129: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 129: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 129: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 129: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 129: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 130: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 130: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 130: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 130: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 130: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 131: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 131: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 131: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 131: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 131: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 132: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 132: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 132: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 132: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 132: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 133: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 133: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 133: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 133: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 133: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 134: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 134: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 134: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 134: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 134: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 135: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 135: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 135: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 135: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 135: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 136: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 136: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 136: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 136: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 136: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 137: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 137: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 137: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 137: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 137: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 138: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 138: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 138: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 138: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 138: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 139: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 139: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 139: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 139: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 139: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 140: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 140: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 140: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 140: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 140: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 141: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 141: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 141: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 141: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 141: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 142: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 142: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 142: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 142: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 142: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 143: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 143: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 143: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 143: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 143: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 144: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 144: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 144: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 144: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 144: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 145: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 145: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 145: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 145: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 145: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 146: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 146: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 146: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 146: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 146: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 147: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 147: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 147: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 147: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 147: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 148: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 148: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 148: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 148: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 148: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 149: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 149: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 149: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 149: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 149: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 150: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 150: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 150: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 150: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 150: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 151: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 151: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 151: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 151: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 151: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 152: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 152: ('sun', 'shines', 'earth') → REJECTED (A↔B)
