Frame 0: PROPOSED ('afraid', 'bored', 'afraid') ↔ ('ängstlich', 'gelangweilt', 'ängstlich') → REJECTED
Frame 126: PROPOSED ('one', 'chair', 'beside') ↔ ('eins', 'Stuhl', 'neben') → REJECTED
Frame 126: PROPOSED ('none', 'table', 'fast') ↔ ('keine', 'Tisch', 'schnell') → REJECTED
Frame 127: PROPOSED ('teach', 'bright', 'cold') ↔ ('lehren', 'hell', 'kalt') → REJECTED
Frame 127: PROPOSED ('fly', 'lamp', 'under') ↔ ('fliegen', 'Lampe', 'unter') → REJECTED
Frame 128: PROPOSED ('warm', 'angry', 'across') ↔ ('warm', 'wütend', 'über') → REJECTED
Frame 128: PROPOSED ('learn', 'tree', 'field') ↔ ('lernen', 'Baum', 'Feld') → REJECTED
Frame 129: PROPOSED ('field', 'door', 'dog') ↔ ('Feld', 'Tür', 'Hund') → REJECTED
Frame 129: PROPOSED ('none', 'teacher', 'eat') ↔ ('keine', 'Lehrer', 'essen') → REJECTED
Frame 130: PROPOSED ('fast', 'cat', 'sad') ↔ ('schnell', 'Katze', 'traurig') → REJECTED
Frame 130: PROPOSED ('city', 'bored', 'jump') ↔ ('Stadt', 'gelangweilt', 'springen') → REJECTED
Frame 131: PROPOSED ('dog', 'jump', 'build') ↔ ('Hund', 'springen', 'bauen') → REJECTED
Frame 131: PROPOSED ('fly', 'tired', 'table') ↔ ('fliegen', 'müde', 'Tisch') → REJECTED
Frame 132: PROPOSED ('cat', 'under', 'beside') ↔ ('Katze', 'unter', 'neben') → REJECTED
Frame 132: PROPOSED ('safe', 'all', 'beside') ↔ ('sicher', 'alle', 'neben') → REJECTED
Frame 133: PROPOSED ('sleep', 'calm', 'warm') ↔ ('schlafen', 'ruhig', 'warm') → REJECTED
Frame 133: PROPOSED ('happy', 'warm', 'bright') ↔ ('glücklich', 'warm', 'hell') → REJECTED
Frame 134: PROPOSED ('angry', 'bright', 'house') ↔ ('wütend', 'hell', 'Haus') → REJECTED
Frame 134: PROPOSED ('river', 'teacher', 'boat') ↔ ('Fluss', 'Lehrer', 'Boot') → REJECTED
Frame 135: PROPOSED ('backpack', 'house', 'city') ↔ ('Rucksack', 'Haus', 'Stadt') → REJECTED
Frame 135: PROPOSED ('learn', 'tree', 'bored') ↔ ('lernen', 'Baum', 'gelangweilt') → REJECTED
Frame 136: PROPOSED ('dark', 'teach', 'build') ↔ ('dunkel', 'lehren', 'bauen') → REJECTED
Frame 136: PROPOSED ('learn', 'through', 'jump') ↔ ('lernen', 'durch', 'springen') → REJECTED
Frame 137: PROPOSED ('child', 'bright', 'door') ↔ ('Kind', 'hell', 'Tür') → REJECTED
Frame 137: PROPOSED ('bright', 'calm', 'fly') ↔ ('hell', 'ruhig', 'fliegen') → REJECTED
Frame 138: PROPOSED ('none', 'mountain', 'none') ↔ ('keine', 'Berg', 'keine') → REJECTED
Frame 138: PROPOSED ('table', 'over', 'big') ↔ ('Tisch', 'über', 'groß') → REJECTED
Frame 139: PROPOSED ('walk', 'small', 'beside') ↔ ('gehen', 'klein', 'neben') → REJECTED
Frame 139: PROPOSED ('afraid', 'all', 'all') ↔ ('ängstlich', 'alle', 'alle') → REJECTED
Frame 140: PROPOSED ('bright', 'beside', 'calm') ↔ ('hell', 'neben', 'ruhig') → REJECTED
Frame 140: PROPOSED ('river', 'fast', 'two') ↔ ('Fluss', 'schnell', 'zwei') → REJECTED
Frame 141: PROPOSED ('jump', 'teacher', 'none') ↔ ('springen', 'Lehrer', 'keine') → REJECTED
Frame 141: PROPOSED ('through', 'bright', 'lamp') ↔ ('durch', 'hell', 'Lampe') → REJECTED
Frame 142: PROPOSED ('child', 'under', 'artist') ↔ ('Kind', 'unter', 'Künstler') → REJECTED
Frame 142: PROPOSED ('calm', 'under', 'spoon') ↔ ('ruhig', 'unter', 'Löffel') → REJECTED
Frame 143: PROPOSED ('backpack', 'bored', 'beside') ↔ ('Rucksack', 'gelangweilt', 'neben') → REJECTED
Frame 143: PROPOSED ('chair', 'car', 'angry') ↔ ('Stuhl', 'Auto', 'wütend') → REJECTED
Frame 144: PROPOSED ('excited', 'computer', 'excited') ↔ ('aufgeregt', 'Computer', 'aufgeregt') → REJECTED
Frame 144: PROPOSED ('under', 'build', 'across') ↔ ('unter', 'bauen', 'über') → REJECTED
Frame 145: PROPOSED ('two', 'tired', 'fast') ↔ ('zwei', 'müde', 'schnell') → REJECTED
Frame 145: PROPOSED ('angry', 'dog', 'one') ↔ ('wütend', 'Hund', 'eins') → REJECTED
Frame 146: PROPOSED ('under', 'one', 'lamp') ↔ ('unter', 'eins', 'Lampe') → REJECTED
Frame 146: PROPOSED ('artist', 'jump', 'sad') ↔ ('Künstler', 'springen', 'traurig') → REJECTED
Frame 147: PROPOSED ('teacher', 'table', 'cold') ↔ ('Lehrer', 'Tisch', 'kalt') → REJECTED
Frame 147: PROPOSED ('bright', 'house', 'table') ↔ ('hell', 'Haus', 'Tisch') → REJECTED
Frame 148: PROPOSED ('happy', 'all', 'build') ↔ ('glücklich', 'alle', 'bauen') → REJECTED
Frame 148: PROPOSED ('house', 'artist', 'few') ↔ ('Haus', 'Künstler', 'wenige') → REJECTED
Frame 149: PROPOSED ('none', 'door', 'field') ↔ ('keine', 'Tür', 'Feld') → REJECTED
Frame 149: PROPOSED ('near', 'fast', 'bright') ↔ ('nahe', 'schnell', 'hell') → REJECTED
Frame 150: PROPOSED ('happy', 'child', 'build') ↔ ('glücklich', 'Kind', 'bauen') → REJECTED
Frame 150: PROPOSED ('chair', 'eat', 'over') ↔ ('Stuhl', 'essen', 'über') → REJECTED
Frame 151: PROPOSED ('door', 'house', 'city') ↔ ('Tür', 'Haus', 'Stadt') → REJECTED
Frame 151: PROPOSED ('spoon', 'child', 'big') ↔ ('Löffel', 'Kind', 'groß') → REJECTED
Frame 152: PROPOSED ('bright', 'across', 'artist') ↔ ('hell', 'über', 'Künstler') → REJECTED
Frame 152: PROPOSED ('warm', 'door', 'learn') ↔ ('warm', 'Tür', 'lernen') → REJECTED
Frame 153: PROPOSED ('child', 'door', 'happy') ↔ ('Kind', 'Tür', 'glücklich') → REJECTED
Frame 153: PROPOSED ('chair', 'under', 'all') ↔ ('Stuhl', 'unter', 'alle') → REJECTED
Frame 154: PROPOSED ('city', 'near', 'city') ↔ ('Stadt', 'nahe', 'Stadt') → REJECTED
Frame 154: PROPOSED ('big', 'warm', 'swim') ↔ ('groß', 'warm', 'schwimmen') → REJECTED
Frame 155: PROPOSED ('small', 'door', 'two') ↔ ('klein', 'Tür', 'zwei') → REJECTED
Frame 155: PROPOSED ('bright', 'swim', 'warm') ↔ ('hell', 'schwimmen', 'warm') → REJECTED
Frame 156: PROPOSED ('slow', 'across', 'sad') ↔ ('langsam', 'über', 'traurig') → REJECTED
Frame 156: PROPOSED ('teach', 'teach', 'mountain') ↔ ('lehren', 'lehren', 'Berg') → REJECTED
Frame 157: PROPOSED ('sleep', 'under', 'chair') ↔ ('schlafen', 'unter', 'Stuhl') → REJECTED
Frame 157: PROPOSED ('table', 'few', 'angry') ↔ ('Tisch', 'wenige', 'wütend') → REJECTED
Frame 158: PROPOSED ('bright', 'child', 'computer') ↔ ('hell', 'Kind', 'Computer') → REJECTED
Frame 158: PROPOSED ('many', 'car', 'chair') ↔ ('viele', 'Auto', 'Stuhl') → REJECTED
Frame 159: PROPOSED ('tree', 'backpack', 'swim') ↔ ('Baum', 'Rucksack', 'schwimmen') → REJECTED
Frame 159: PROPOSED ('table', 'backpack', 'fast') ↔ ('Tisch', 'Rucksack', 'schnell') → REJECTED
Frame 160: PROPOSED ('two', 'cat', 'under') ↔ ('zwei', 'Katze', 'unter') → REJECTED
Frame 160: PROPOSED ('jump', 'run', 'backpack') ↔ ('springen', 'laufen', 'Rucksack') → REJECTED
Frame 161: PROPOSED ('slow', 'beside', 'through') ↔ ('langsam', 'neben', 'durch') → REJECTED
Frame 161: PROPOSED ('field', 'slow', 'house') ↔ ('Feld', 'langsam', 'Haus') → REJECTED
Frame 162: PROPOSED ('field', 'teacher', 'angry') ↔ ('Feld', 'Lehrer', 'wütend') → REJECTED
Frame 162: PROPOSED ('beside', 'build', 'swim') ↔ ('neben', 'bauen', 'schwimmen') → REJECTED
Frame 163: PROPOSED ('few', 'tree', 'house') ↔ ('wenige', 'Baum', 'Haus') → REJECTED
Frame 163: PROPOSED ('near', 'none', 'tired') ↔ ('nahe', 'keine', 'müde') → REJECTED
Frame 164: PROPOSED ('child', 'computer', 'across') ↔ ('Kind', 'Computer', 'über') → REJECTED
Frame 164: PROPOSED ('artist', 'teach', 'safe') ↔ ('Künstler', 'lehren', 'sicher') → REJECTED
Frame 165: PROPOSED ('slow', 'angry', 'house') ↔ ('langsam', 'wütend', 'Haus') → REJECTED
Frame 165: PROPOSED ('excited', 'around', 'beside') ↔ ('aufgeregt', 'um', 'neben') → REJECTED
Frame 166: PROPOSED ('eat', 'dog', 'spoon') ↔ ('essen', 'Hund', 'Löffel') → REJECTED
Frame 166: PROPOSED ('all', 'through', 'computer') ↔ ('alle', 'durch', 'Computer') → REJECTED
Frame 167: PROPOSED ('jump', 'field', 'big') ↔ ('springen', 'Feld', 'groß') → REJECTED
Frame 167: PROPOSED ('cat', 'spoon', 'fly') ↔ ('Katze', 'Löffel', 'fliegen') → REJECTED
Frame 168: PROPOSED ('across', 'cold', 'fly') ↔ ('über', 'kalt', 'fliegen') → REJECTED
Frame 168: PROPOSED ('fly', 'cold', 'sad') ↔ ('fliegen', 'kalt', 'traurig') → REJECTED
Frame 169: PROPOSED ('near', 'learn', 'warm') ↔ ('nahe', 'lernen', 'warm') → REJECTED
Frame 169: PROPOSED ('big', 'slow', 'none') ↔ ('groß', 'langsam', 'keine') → REJECTED
Frame 170: PROPOSED ('house', 'all', 'all') ↔ ('Haus', 'alle', 'alle') → REJECTED
Frame 170: PROPOSED ('many', 'cat', 'lamp') ↔ ('viele', 'Katze', 'Lampe') → REJECTED
Frame 171: PROPOSED ('dark', 'afraid', 'many') ↔ ('dunkel', 'ängstlich', 'viele') → REJECTED
Frame 171: PROPOSED ('sad', 'teacher', 'learn') ↔ ('traurig', 'Lehrer', 'lernen') → REJECTED
Frame 172: PROPOSED ('run', 'artist', 'eat') ↔ ('laufen', 'Künstler', 'essen') → REJECTED
Frame 172: PROPOSED ('swim', 'over', 'all') ↔ ('schwimmen', 'über', 'alle') → REJECTED
Frame 173: PROPOSED ('slow', 'sleep', 'artist') ↔ ('langsam', 'schlafen', 'Künstler') → REJECTED
Frame 173: PROPOSED ('boat', 'two', 'safe') ↔ ('Boot', 'zwei', 'sicher') → REJECTED
Frame 174: PROPOSED ('dog', 'mountain', 'lamp') ↔ ('Hund', 'Berg', 'Lampe') → REJECTED
Frame 174: PROPOSED ('many', 'sleep', 'many') ↔ ('viele', 'schlafen', 'viele') → REJECTED
Frame 175: PROPOSED ('tired', 'calm', 'many') ↔ ('müde', 'ruhig', 'viele') → REJECTED
Frame 175: PROPOSED ('tree', 'excited', 'river') ↔ ('Baum', 'aufgeregt', 'Fluss') → REJECTED
Frame 176: PROPOSED ('cat', 'eat', 'excited') ↔ ('Katze', 'essen', 'aufgeregt') → REJECTED
Frame 176: PROPOSED ('bored', 'two', 'lamp') ↔ ('gelangweilt', 'zwei', 'Lampe') → REJECTED
Frame 177: PROPOSED ('build', 'lamp', 'happy') ↔ ('bauen', 'Lampe', 'glücklich') → REJECTED
Frame 177: PROPOSED ('some', 'river', 'afraid') ↔ ('einige', 'Fluss', 'ängstlich') → REJECTED
Frame 178: PROPOSED ('table', 'small', 'excited') ↔ ('Tisch', 'klein', 'aufgeregt') → REJECTED
Frame 178: PROPOSED ('fast', 'cold', 'child') ↔ ('schnell', 'kalt', 'Kind') → REJECTED
Frame 179: PROPOSED ('walk', 'swim', 'happy') ↔ ('gehen', 'schwimmen', 'glücklich') → REJECTED
Frame 179: PROPOSED ('boat', 'warm', 'angry') ↔ ('Boot', 'warm', 'wütend') → REJECTED
Frame 180: PROPOSED ('some', 'cat', 'teacher') ↔ ('einige', 'Katze', 'Lehrer') → REJECTED
Frame 180: PROPOSED ('teach', 'angry', 'sad') ↔ ('lehren', 'wütend', 'traurig') → REJECTED
Frame 181: PROPOSED ('jump', 'spoon', 'small') ↔ ('springen', 'Löffel', 'klein') → REJECTED
Frame 181: PROPOSED ('door', 'across', 'run') ↔ ('Tür', 'über', 'laufen') → REJECTED
Frame 182: PROPOSED ('cat', 'backpack', 'few') ↔ ('Katze', 'Rucksack', 'wenige') → REJECTED
Frame 182: PROPOSED ('backpack', 'backpack', 'one') ↔ ('Rucksack', 'Rucksack', 'eins') → REJECTED
Frame 183: PROPOSED ('jump', 'teach', 'happy') ↔ ('springen', 'lehren', 'glücklich') → REJECTED
Frame 183: PROPOSED ('sleep', 'through', 'artist') ↔ ('schlafen', 'durch', 'Künstler') → REJECTED
Frame 184: PROPOSED ('one', 'learn', 'bored') ↔ ('eins', 'lernen', 'gelangweilt') → REJECTED
Frame 184: PROPOSED ('lamp', 'bored', 'beside') ↔ ('Lampe', 'gelangweilt', 'neben') → REJECTED
Frame 185: PROPOSED ('cat', 'safe', 'warm') ↔ ('Katze', 'sicher', 'warm') → REJECTED
Frame 185: PROPOSED ('safe', 'sleep', 'build') ↔ ('sicher', 'schlafen', 'bauen') → REJECTED
Frame 186: PROPOSED ('house', 'spoon', 'afraid') ↔ ('Haus', 'Löffel', 'ängstlich') → REJECTED
Frame 186: PROPOSED ('door', 'many', 'city') ↔ ('Tür', 'viele', 'Stadt') → REJECTED
Frame 187: PROPOSED ('child', 'none', 'lamp') ↔ ('Kind', 'keine', 'Lampe') → REJECTED
Frame 187: PROPOSED ('sad', 'few', 'slow') ↔ ('traurig', 'wenige', 'langsam') → REJECTED
Frame 188: PROPOSED ('excited', 'one', 'few') ↔ ('aufgeregt', 'eins', 'wenige') → REJECTED
Frame 188: PROPOSED ('build', 'car', 'teach') ↔ ('bauen', 'Auto', 'lehren') → REJECTED
Frame 189: PROPOSED ('bright', 'house', 'chair') ↔ ('hell', 'Haus', 'Stuhl') → REJECTED
Frame 189: PROPOSED ('jump', 'calm', 'fast') ↔ ('springen', 'ruhig', 'schnell') → REJECTED
Frame 190: PROPOSED ('spoon', 'field', 'cold') ↔ ('Löffel', 'Feld', 'kalt') → REJECTED
Frame 190: PROPOSED ('city', 'fly', 'two') ↔ ('Stadt', 'fliegen', 'zwei') → REJECTED
Frame 191: PROPOSED ('city', 'dark', 'cold') ↔ ('Stadt', 'dunkel', 'kalt') → REJECTED
Frame 191: PROPOSED ('few', 'through', 'swim') ↔ ('wenige', 'durch', 'schwimmen') → REJECTED
Frame 192: PROPOSED ('excited', 'city', 'jump') ↔ ('aufgeregt', 'Stadt', 'springen') → REJECTED
Frame 192: PROPOSED ('all', 'some', 'afraid') ↔ ('alle', 'einige', 'ängstlich') → REJECTED
Frame 193: PROPOSED ('sad', 'calm', 'city') ↔ ('traurig', 'ruhig', 'Stadt') → REJECTED
Frame 193: PROPOSED ('chair', 'calm', 'under') ↔ ('Stuhl', 'ruhig', 'unter') → REJECTED
Frame 194: PROPOSED ('house', 'two', 'angry') ↔ ('Haus', 'zwei', 'wütend') → REJECTED
Frame 194: PROPOSED ('bright', 'calm', 'run') ↔ ('hell', 'ruhig', 'laufen') → REJECTED
Frame 195: PROPOSED ('table', 'mountain', 'warm') ↔ ('Tisch', 'Berg', 'warm') → REJECTED
Frame 195: PROPOSED ('cold', 'safe', 'none') ↔ ('kalt', 'sicher', 'keine') → REJECTED
Frame 196: PROPOSED ('computer', 'walk', 'table') ↔ ('Computer', 'gehen', 'Tisch') → ACCEPTED
Frame 196: PROPOSED ('around', 'bored', 'house') ↔ ('um', 'gelangweilt', 'Haus') → REJECTED
Frame 197: PROPOSED ('none', 'cat', 'near') ↔ ('keine', 'Katze', 'nahe') → REJECTED
Frame 197: PROPOSED ('table', 'bored', 'car') ↔ ('Tisch', 'gelangweilt', 'Auto') → REJECTED
Frame 198: PROPOSED ('car', 'jump', 'field') ↔ ('Auto', 'springen', 'Feld') → REJECTED
Frame 198: PROPOSED ('across', 'angry', 'beside') ↔ ('über', 'wütend', 'neben') → REJECTED
Frame 199: PROPOSED ('afraid', 'one', 'angry') ↔ ('ängstlich', 'eins', 'wütend') → REJECTED
Frame 199: PROPOSED ('across', 'sleep', 'house') ↔ ('über', 'schlafen', 'Haus') → REJECTED
Frame 200: PROPOSED ('under', 'swim', 'river') ↔ ('unter', 'schwimmen', 'Fluss') → REJECTED
Frame 200: PROPOSED ('city', 'walk', 'cat') ↔ ('Stadt', 'gehen', 'Katze') → REJECTED
Frame 201: PROPOSED ('near', 'slow', 'slow') ↔ ('nahe', 'langsam', 'langsam') → REJECTED
Frame 201: PROPOSED ('sleep', 'fast', 'bright') ↔ ('schlafen', 'schnell', 'hell') → REJECTED
Frame 202: PROPOSED ('slow', 'build', 'fast') ↔ ('langsam', 'bauen', 'schnell') → REJECTED
Frame 202: PROPOSED ('build', 'build', 'few') ↔ ('bauen', 'bauen', 'wenige') → REJECTED
Frame 203: PROPOSED ('cat', 'backpack', 'child') ↔ ('Katze', 'Rucksack', 'Kind') → REJECTED
Frame 203: PROPOSED ('all', 'under', 'big') ↔ ('alle', 'unter', 'groß') → REJECTED
Frame 204: PROPOSED ('city', 'happy', 'tired') ↔ ('Stadt', 'glücklich', 'müde') → REJECTED
Frame 204: PROPOSED ('fast', 'big', 'some') ↔ ('schnell', 'groß', 'einige') → REJECTED
Frame 205: PROPOSED ('two', 'tree', 'walk') ↔ ('zwei', 'Baum', 'gehen') → REJECTED
Frame 205: PROPOSED ('tired', 'lamp', 'small') ↔ ('müde', 'Lampe', 'klein') → REJECTED
Frame 206: PROPOSED ('big', 'city', 'run') ↔ ('groß', 'Stadt', 'laufen') → REJECTED
Frame 206: PROPOSED ('swim', 'build', 'teacher') ↔ ('schwimmen', 'bauen', 'Lehrer') → REJECTED
Frame 207: PROPOSED ('car', 'near', 'dog') ↔ ('Auto', 'nahe', 'Hund') → REJECTED
Frame 207: PROPOSED ('angry', 'sleep', 'safe') ↔ ('wütend', 'schlafen', 'sicher') → REJECTED
Frame 208: PROPOSED ('car', 'build', 'across') ↔ ('Auto', 'bauen', 'über') → REJECTED
Frame 208: PROPOSED ('many', 'swim', 'near') ↔ ('viele', 'schwimmen', 'nahe') → REJECTED
Frame 209: PROPOSED ('fly', 'mountain', 'walk') ↔ ('fliegen', 'Berg', 'gehen') → REJECTED
Frame 209: PROPOSED ('angry', 'field', 'excited') ↔ ('wütend', 'Feld', 'aufgeregt') → REJECTED
Frame 210: PROPOSED ('slow', 'small', 'all') ↔ ('langsam', 'klein', 'alle') → REJECTED
Frame 210: PROPOSED ('table', 'excited', 'boat') ↔ ('Tisch', 'aufgeregt', 'Boot') → REJECTED
Frame 211: PROPOSED ('bored', 'teach', 'chair') ↔ ('gelangweilt', 'lehren', 'Stuhl') → REJECTED
Frame 211: PROPOSED ('door', 'under', 'teacher') ↔ ('Tür', 'unter', 'Lehrer') → REJECTED
Frame 212: PROPOSED ('fast', 'across', 'beside') ↔ ('schnell', 'über', 'neben') → REJECTED
Frame 212: PROPOSED ('lamp', 'none', 'table') ↔ ('Lampe', 'keine', 'Tisch') → REJECTED
Frame 213: PROPOSED ('door', 'slow', 'safe') ↔ ('Tür', 'langsam', 'sicher') → REJECTED
Frame 213: PROPOSED ('across', 'bright', 'fast') ↔ ('über', 'hell', 'schnell') → REJECTED
Frame 214: PROPOSED ('cold', 'sad', 'two') ↔ ('kalt', 'traurig', 'zwei') → REJECTED
Frame 214: PROPOSED ('bored', 'some', 'over') ↔ ('gelangweilt', 'einige', 'über') → REJECTED
Frame 215: PROPOSED ('teacher', 'sad', 'river') ↔ ('Lehrer', 'traurig', 'Fluss') → REJECTED
Frame 215: PROPOSED ('field', 'boat', 'beside') ↔ ('Feld', 'Boot', 'neben') → REJECTED
Frame 216: PROPOSED ('bored', 'teacher', 'bored') ↔ ('gelangweilt', 'Lehrer', 'gelangweilt') → REJECTED
Frame 216: PROPOSED ('teach', 'sad', 'cold') ↔ ('lehren', 'traurig', 'kalt') → REJECTED
Frame 217: PROPOSED ('door', 'across', 'teacher') ↔ ('Tür', 'über', 'Lehrer') → REJECTED
Frame 217: PROPOSED ('warm', 'lamp', 'sad') ↔ ('warm', 'Lampe', 'traurig') → REJECTED
Frame 218: PROPOSED ('near', 'one', 'artist') ↔ ('nahe', 'eins', 'Künstler') → REJECTED
Frame 218: PROPOSED ('swim', 'eat', 'field') ↔ ('schwimmen', 'essen', 'Feld') → REJECTED
Frame 219: PROPOSED ('door', 'bored', 'jump') ↔ ('Tür', 'gelangweilt', 'springen') → REJECTED
Frame 219: PROPOSED ('under', 'beside', 'eat') ↔ ('unter', 'neben', 'essen') → REJECTED
Frame 220: PROPOSED ('boat', 'run', 'chair') ↔ ('Boot', 'laufen', 'Stuhl') → REJECTED
Frame 220: PROPOSED ('eat', 'slow', 'calm') ↔ ('essen', 'langsam', 'ruhig') → REJECTED
Frame 221: PROPOSED ('artist', 'all', 'sad') ↔ ('Künstler', 'alle', 'traurig') → REJECTED
Frame 221: PROPOSED ('afraid', 'house', 'boat') ↔ ('ängstlich', 'Haus', 'Boot') → REJECTED
Frame 222: PROPOSED ('around', 'two', 'field') ↔ ('um', 'zwei', 'Feld') → REJECTED
Frame 222: PROPOSED ('child', 'none', 'happy') ↔ ('Kind', 'keine', 'glücklich') → REJECTED
Frame 223: PROPOSED ('computer', 'walk', 'under') ↔ ('Computer', 'gehen', 'unter') → REJECTED
Frame 223: PROPOSED ('dark', 'safe', 'afraid') ↔ ('dunkel', 'sicher', 'ängstlich') → REJECTED
Frame 224: PROPOSED ('all', 'cold', 'city') ↔ ('alle', 'kalt', 'Stadt') → REJECTED
Frame 224: PROPOSED ('door', 'car', 'table') ↔ ('Tür', 'Auto', 'Tisch') → REJECTED
Frame 225: PROPOSED ('field', 'cat', 'walk') ↔ ('Feld', 'Katze', 'gehen') → REJECTED
Frame 225: PROPOSED ('boat', 'dark', 'afraid') ↔ ('Boot', 'dunkel', 'ängstlich') → REJECTED
Frame 226: PROPOSED ('some', 'afraid', 'swim') ↔ ('einige', 'ängstlich', 'schwimmen') → REJECTED
Frame 226: PROPOSED ('bored', 'boat', 'child') ↔ ('gelangweilt', 'Boot', 'Kind') → REJECTED
Frame 227: PROPOSED ('learn', 'table', 'all') ↔ ('lernen', 'Tisch', 'alle') → REJECTED
Frame 227: PROPOSED ('two', 'calm', 'some') ↔ ('zwei', 'ruhig', 'einige') → REJECTED
Frame 228: PROPOSED ('over', 'run', 'some') ↔ ('über', 'laufen', 'einige') → REJECTED
Frame 228: PROPOSED ('none', 'computer', 'child') ↔ ('keine', 'Computer', 'Kind') → REJECTED
Frame 229: PROPOSED ('computer', 'some', 'field') ↔ ('Computer', 'einige', 'Feld') → REJECTED
Frame 229: PROPOSED ('one', 'tree', 'child') ↔ ('eins', 'Baum', 'Kind') → REJECTED
Frame 230: PROPOSED ('sad', 'some', 'lamp') ↔ ('traurig', 'einige', 'Lampe') → REJECTED
Frame 230: PROPOSED ('none', 'over', 'happy') ↔ ('keine', 'über', 'glücklich') → REJECTED
Frame 231: PROPOSED ('slow', 'safe', 'run') ↔ ('langsam', 'sicher', 'laufen') → REJECTED
Frame 231: PROPOSED ('lamp', 'warm', 'lamp') ↔ ('Lampe', 'warm', 'Lampe') → REJECTED
Frame 232: PROPOSED ('teacher', 'under', 'run') ↔ ('Lehrer', 'unter', 'laufen') → REJECTED
Frame 232: PROPOSED ('calm', 'spoon', 'bright') ↔ ('ruhig', 'Löffel', 'hell') → REJECTED
Frame 233: PROPOSED ('excited', 'many', 'excited') ↔ ('aufgeregt', 'viele', 'aufgeregt') → REJECTED
Frame 233: PROPOSED ('house', 'run', 'excited') ↔ ('Haus', 'laufen', 'aufgeregt') → REJECTED
Frame 234: PROPOSED ('house', 'walk', 'under') ↔ ('Haus', 'gehen', 'unter') → REJECTED
Frame 234: PROPOSED ('some', 'artist', 'car') ↔ ('einige', 'Künstler', 'Auto') → REJECTED
Frame 235: PROPOSED ('jump', 'jump', 'none') ↔ ('springen', 'springen', 'keine') → REJECTED
Frame 235: PROPOSED ('under', 'field', 'eat') ↔ ('unter', 'Feld', 'essen') → REJECTED
Frame 236: PROPOSED ('one', 'walk', 'computer') ↔ ('eins', 'gehen', 'Computer') → REJECTED
Frame 236: PROPOSED ('afraid', 'city', 'swim') ↔ ('ängstlich', 'Stadt', 'schwimmen') → REJECTED
Frame 237: PROPOSED ('dog', 'slow', 'near') ↔ ('Hund', 'langsam', 'nahe') → REJECTED
Frame 237: PROPOSED ('learn', 'dog', 'boat') ↔ ('lernen', 'Hund', 'Boot') → REJECTED
Frame 238: PROPOSED ('small', 'tired', 'small') ↔ ('klein', 'müde', 'klein') → REJECTED
Frame 238: PROPOSED ('cold', 'through', 'dog') ↔ ('kalt', 'durch', 'Hund') → REJECTED
Frame 239: PROPOSED ('fast', 'bored', 'small') ↔ ('schnell', 'gelangweilt', 'klein') → REJECTED
Frame 239: PROPOSED ('teach', 'fly', 'dark') ↔ ('lehren', 'fliegen', 'dunkel') → REJECTED
Frame 240: PROPOSED ('many', 'big', 'boat') ↔ ('viele', 'groß', 'Boot') → REJECTED
Frame 240: PROPOSED ('car', 'field', 'child') ↔ ('Auto', 'Feld', 'Kind') → REJECTED
Frame 241: PROPOSED ('fast', 'fast', 'dog') ↔ ('schnell', 'schnell', 'Hund') → REJECTED
Frame 241: PROPOSED ('teach', 'bored', 'warm') ↔ ('lehren', 'gelangweilt', 'warm') → REJECTED
